#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-2728	Anaphase-promoting complex	Cyclosome complex|APC-Cdc20 complex	7227	Q24044(0)|Q7KA43(0)|Q9I7L8(0)|Q9V831(0)|Q9VCN6(0)|Q9VS37(0)|Q9VXV3(0)|Q9VZL2(0)|Q9W1E5(0)|Q9W395(0)|Q9W3Y6(0)|Q9W4H9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0016567(protein ubiquitination)|GO:0061630(ubiquitin protein ligase activity)|GO:0007346(regulation of mitotic cell cycle)|GO:0005680(anaphase-promoting complex)|GO:0031145(anaphase-promoting complex-dependent catabolic process)	pubmed:12208841(see-also)|pubmed:17878237(see-also)|flybase:FBgg0000074(identity)|intenz:6.3.2(identity)|complex portal:CPX-2728(complex-primary)	APC, a key regulator of cell cycle progression, is a conserved E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Acts by mediating the ubiquitination and subsequent degradation of target proteins.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q24044(0)|Q7KA43(0)|Q9I7L8(0)|Q9V831(0)|Q9VCN6(0)|Q9VS37(0)|Q9VXV3(0)|Q9VZL2(0)|Q9W1E5(0)|Q9W395(0)|Q9W3Y6(0)|Q9W4H9(0)
CPX-2729	Apoptosome	-	7227	Q7KLI1(8)|Q9XYF4(8)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-15904286	GO:0004197(cysteine-type endopeptidase activity)|GO:0043293(apoptosome)|GO:0016505(peptidase activator activity involved in apoptotic process)|GO:0005524(ATP binding)	flybase:FBgg0000129(identity)|intenz:3.4.22(identity)|emdb:EMD-2870(identity)|wwpdb:3J9K(identity)|pubmed:25644603(see-also)|complex portal:CPX-2729(complex-primary)	A protease complex that cleaves loops in DrICE (O01382), the executioner procaspase to create the active caspase.	Also forms 32-mer double rings, but the hexadecamer structure appears to represent the active apoptosome.	Heterohexadecamer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q7KLI1(8)|Q9XYF4(8)
CPX-2730	siRNA RISC-loading complex, R2D2 variant	Short interfering RNA-RNA-induced silencing complex loading complex	7227	A1ZAW0(0)|Q9VLW8(0)|Q9VUQ5(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-15866370	GO:0070578(RISC-loading complex)|GO:0070551(endoribonuclease activity, cleaving siRNA-paired mRNA)|GO:0070922(small RNA loading onto RISC)|GO:0035197(siRNA binding)	qsproteome:QS119393(identity)|pubmed:20639883(see-also)|intenz:3.1.26(identity)|pubmed:29040648(see-also)|complex portal:CPX-2730(complex-primary)	Endoribonclease complex that has dicing, slicing, guide-strand selection, and AGO2-loading activities.The complex binds asymmetrically to duplex siRNAs, selecting one strand of exogenous siRNAs according to the relative thermodynamic stability of base-pairing at either end and loading it onto AGO2 to form RNA-induced silencing complexes (RISCs). The siRNA is processed into 21 nucleotide siRNA duplexes with 2 nucleotide 3′-overhangs by the RNase III family enzyme Dcr-1 (Q9VCU9).	-	-	-	-	-	-	PSI-XML 2.5 interaction id 6106	psi-mi:"MI:0469"(IntAct)	A1ZAW0(0)|Q9VLW8(0)|Q9VUQ5(0)
CPX-2732	siRNA RISC-loading complex, loqs variant	Short interfering RNA-RNA-induced silencing complex loading complex	7227	A1ZAW0(0)|Q9VJY9(0)|Q9VUQ5(0)	ECO:0005546(biological system reconstruction evidence based on paralogy evidence used in manual assertion)	-	GO:0035197(siRNA binding)|GO:0070551(endoribonuclease activity, cleaving siRNA-paired mRNA)|GO:0070578(RISC-loading complex)|GO:0070922(small RNA loading onto RISC)	qsproteome:QS117185(identity)|complex portal:CPX-2730(inferred-from)|pubmed:29040648(see-also)|intenz:3.1.26(identity)|flybase:FBgg0001553(identity)|complex portal:CPX-2732(complex-primary)	Endoribonclease complex that has dicing, slicing, guide-strand selection, and AGO2-loading activities.The complex binds asymmetrically to duplex siRNAs, selecting one strand of exogenous siRNAs according to the relative thermodynamic stability of base-pairing at either end and loading it onto AGO2 to form RNA-induced silencing complexes (RISCs). The siRNA is processed into 21 nucleotide siRNA duplexes with 2 nucleotide 3′-overhangs by the RNase III family enzyme Dicer. 	-	-	-	-	-	-	PSI-XML 2.5 interaction id 6122	psi-mi:"MI:0469"(IntAct)	A1ZAW0(0)|Q9VJY9(0)|Q9VUQ5(0)
CPX-2733	miRNA RISC complex	miRNA-induced silencing complex	7227	Q32KD4(0)|Q8SY33(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-983851	GO:0035194(RNA-mediated post-transcriptional gene silencing)|GO:0016442(RISC complex)|GO:0035198(miRNA binding)|GO:0006402(mRNA catabolic process)	qsproteome:QS190889(identity)|pubmed:16815998(see-also)|complex portal:CPX-2733(complex-primary)	Incorporates one strand of a micro RNA (miRNA) and uses this as a template for recognizing complementary mRNA. Once bound to a complementary strand, it activates RNase and cleaves the RNA.	-	-	-	-	-	-	PSI-XML 2.5 interaction id 6132	psi-mi:"MI:0469"(IntAct)	Q32KD4(0)|Q8SY33(0)
CPX-2737	miRNA RISC-loading complex	-	7227	Q32KD4(0)|Q9VCU9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004521(endoribonuclease activity)|GO:0070578(RISC-loading complex)|GO:0070883(pre-miRNA binding)|GO:0070922(RISC complex assembly)|GO:0035194(RNA-mediated post-transcriptional gene silencing)	qsproteome:QS195277(identity)|flybase:FBgg0001551(identity)|intenz:3.1.26(identity)|pubmed:19451544(see-also)|complex portal:CPX-2737(complex-primary)	Endoribonuclease required for the formation of a mature RNA induced silencing complex (RISC, CPX-2733). Processes precursor miRNAs (pre-miRNAs) to mature miRNAs and then loads them onto AGO1 (Q32KD4). The primary transcripts, pri-miRNAs, are processed to pre-miRNAs in the nucleus by an RNase III enzyme, drosha (Q7KNF1). Upon export to the cytoplasm, pre-miRNAs are further processed by DCR-1. 	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q32KD4(0)|Q9VCU9(0)
CPX-2742	ATAC histone acetyltransferase complex	-	7227	M9NFF9(0)|M9PHZ1(0)|Q7KSD8(0)|Q9V3J8(0)|Q9V444(0)|Q9V4C8(0)|Q9VBX2(0)|Q9VJ73(0)|Q9VJQ5(0)|Q9VLL1(0)|Q9VM59(0)|Q9VTZ1(0)|Q9W2I4(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004402(histone acetyltransferase activity)|GO:0140672(ATAC complex)|GO:0006355(regulation of transcription, DNA-templated)|GO:0005634(nucleus)	intenz:2.3.1.48(identity)|pubmed:18327268(see-also)|pubmed:22345504(see-also)|flybase:FBgg0000138(identity)|complex portal:CPX-2742(complex-primary)	Histone acetyltransferase complex with two separate acetyltransferase enzymes with distinct preferences for histone substrates. It positively regulates gene transcription and, although it does not have any intrinsic remodeling activity, facilitates nucleosome sliding of ISWI and SWI-SNF families of chromatin-remodeling complexes.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	M9NFF9(0)|M9PHZ1(0)|Q7KSD8(0)|Q9V3J8(0)|Q9V444(0)|Q9V4C8(0)|Q9VBX2(0)|Q9VJ73(0)|Q9VJQ5(0)|Q9VLL1(0)|Q9VM59(0)|Q9VTZ1(0)|Q9W2I4(0)
CPX-2743	ATG12-ATG5-ATG16 complex	-	7227	B7Z0R7(0)|Q9VTU1(0)|Q9W3R7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0034274(Atg12-Atg5-Atg16 complex)|GO:0006914(autophagy)|GO:0000045(autophagosome assembly)	qsproteome:QS123968(identity)|pubmed:20798940(see-also)|complex portal:CPX-2743(complex-primary)|flybase:FBgg0000199(identity)	 Essential for autophagy during nutrient deprivation, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. May promote autophagosome formation.	Atg5-Atg12 non-covalently links to Atg16.	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	B7Z0R7(0)|Q9VTU1(0)|Q9W3R7(0)
CPX-2744	Phosphatidylinositol 3-kinase complex, class III, ATG14 variant	Autophagy-specific phosphatidyl 3-kinase complex|Autophagy-specific PI 3-kinase complex|Class III phosphatidylinositol 3-kinase complex type I|PtdIns-3-kinase complex I	7227	Q9VAP6(0)|Q9VCE1(0)|Q9VHH2(0)|Q9W1M7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0034271(phosphatidylinositol 3-kinase complex, class III, type I)|GO:0016303(1-phosphatidylinositol-3-kinase activity)|GO:0036092(phosphatidylinositol-3-phosphate biosynthetic process)|GO:0097352(autophagosome maturation)	qsproteome:QS195233(identity)|rhea:RHEA:12709(identity)|intenz:2.7.1.137(identity)|intenz:2.7.11.1(identity)|pubmed:22562043(see-also)|flybase:FBgg0000217(identity)|complex portal:CPX-2744(complex-primary)|rhea:RHEA:17989(identity)	A phosphatidylinositol 3-kinase complex that specifically phosphorylates 1-phosphatidyl-1D-myo-inositol(1-) (CHEBI:57880) in an ATP- and Mn(2+)-dependent manner. Plays a key role in initiation and maturation of autophagosomes, involved in the transport of lysosomal enzyme precursors to lysosomes, required for transport from early to late endosomes.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9VAP6(0)|Q9VCE1(0)|Q9VHH2(0)|Q9W1M7(0)
CPX-2745	ATG1 protein kinase complex	ATG1-ATG13 kinase complex|Atg1 complex|Autophagy-related 1 complex|UKL1 complex	7227	Q7KTS2(0)|Q8MQJ7(0)|Q9VHR6(0)|Q9VWQ1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004674(protein serine/threonine kinase activity)|GO:0000045(autophagosome assembly)|GO:0005524(ATP binding)|GO:0042594(response to starvation)|GO:1990316(Atg1/ULK1 kinase complex)	qsproteome:QS121129(identity)|pubmed:22562043(see-also)|flybase:FBgg0000132(identity)|rhea:RHEA:17989(identity)|intenz:2.7.11.1(identity)|rhea:RHEA:46608(identity)|complex portal:CPX-2745(complex-primary)	Central regulator of autophagy initiation. Essential for recruitment of Atg proteins to the pre-autophagosomal structure, the putative site for autophagosome formation, under starvation condition, resulting in the sequestration of cytoplasmic proteins and organelles for bulk degradation.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q7KTS2(0)|Q8MQJ7(0)|Q9VHR6(0)|Q9VWQ1(0)
