#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-4482	MCM complex	MCM2-7 complex|MCM2-7|Minichromosome maintenance (Mcm) 2-7|MCM2-7 replicative helicase|MCM2-7 pre-RC and replicative helicase complex	6239	O16297(1)|P34647(1)|Q21902(1)|Q95XQ8(1)|Q9XVR7(1)|Q9XXI9(1)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003688(DNA replication origin binding)|GO:0006279(premeiotic DNA replication)|GO:0042555(MCM complex)|GO:0003697(single-stranded DNA binding)|GO:0003678(DNA helicase activity)	qsproteome:QS116515(identity)|pubmed:21146520(see-also)|intenz:3.6.4.12(identity)|complex portal:CPX-4482(complex-primary)|rhea:RHEA:13065(identity)	Essential for 'once per cell cycle' DNA replication initiation and elongation in eukaryotic cells, associates with the origins of DNA replication to form part of the pre-replicative complex. Activation of the MCM complex at origins by cyclin-dependent kinases and the cdc-7 protein kinase (O01493) leads to initiation of DNA synthesis. MCM2-7 complexes unwind the double stranded DNA at the origins, recruit DNA polymerases and initiate DNA synthesis.	Two single hexameric complexes are loaded onto double-stranded origin DNA to form a double hexameric ing-shaped, toroidal complex which uses ATP binding and hydrolysis to engage DNA within its central channel.. The MCM2-MCM5 interaction appears to be the gate that promotes the opening of the MCM2–7 complex. The isolated N-terminal domain of each subunit drives assembly into a head-to-head double hexamer, Forms ATPase active sites at clefts between dimer interfaces, with one subunit contributing the P loop (a series of loops connecting adjacent parallel beta-strands), while the adjoining subunit contributes the lid, positioned C terminal to the P-loop domain. The P loop contains motifs involved in binding ATP (Walker A box) and orienting the nucleophilic water molecule (Walker B box), while the lid domain contains arginine finger motifs that contact the gamma-phosphate of ATP but only dimers of 7:3 and 4:7 appear to be active. Two single hexameric complexes are loaded onto double-stranded origin DNA to form a double hexameric ing-shaped, toroidal complex which uses ATP binding and hydrolysis to engage DNA within its central channel.. The MCM2-MCM5 interaction appears to be the gate that promotes the opening of the MCM2–7 complex. The isolated N-terminal domain of each subunit drives assembly into a head-to-head double hexamer, Forms ATPase active sites at clefts between dimer interfaces, with one subunit contributing the P loop (a series of loops connecting adjacent parallel beta-strands), while the adjoining subunit contributes the lid, positioned C terminal to the P-loop domain. The P loop contains motifs involved in binding ATP (Walker A box) and orienting the nucleophilic water molecule (Walker B box), while the lid domain contains arginine finger motifs that contact the gamma-phosphate of ATP but only dimers of 7:3 and 4:7 appear to be active. 	Heterohexamer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O16297(1)|P34647(1)|Q21902(1)|Q95XQ8(1)|Q9XVR7(1)|Q9XXI9(1)
CPX-4625	ubc-13-uev-1 ubiquitin-conjugating enzyme E2 complex	UBC13-UEV1 complex	6239	O45495(0)|Q95XX0(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-337121	GO:0031372(UBC13-MMS2 complex)|GO:0061631(ubiquitin conjugating enzyme activity)|GO:0070530(K63-linked polyubiquitin modification-dependent protein binding)|GO:1902533(positive regulation of intracellular signal transduction)|GO:1902523(positive regulation of protein K63-linked ubiquitination)	qsproteome:QS116447(identity)|complex portal:CPX-4625(complex-primary)|pubmed:15530417(see-also)|pubmed:21179194(see-also)|intenz:2.3.2.23(identity)|pubmed:24595290(see-also)	Implicated in the non-proteolytic regulation of signaling pathways by contributing to the addition of lysine 63-linked ubiquitin chains to proteins. Transfers the thioester-bound donor ubiquitin from ubc-13 onto the uev-1 catalytically inactive E2 variant. The heterodimer then catalyzes the formation of multiubiquitin chains linked by isopeptide bonds between Lys-63 and the C-terminus of the next monomer in the chain. This type of polyubiquitination does not lead to protein degradation by the proteasome but instead mediates activation of target genes by activating intracellular signaling cascades. 	Although uev-1 is structurally similar to ubc-13 it has no catalytic activity but provides context-specificity to the activity of ubc-13. 	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O45495(0)|Q95XX0(0)
CPX-4628	daf-37-daf-38 complex	-	6239	Q18321(0)|Q9U320(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-22091858	GO:0007189(adenylate cyclase-activating G protein-coupled receptor signaling pathway)|GO:0004930(G protein-coupled receptor activity)|GO:1904066(G protein-coupled receptor signaling pathway involved in dauer larval development)|GO:0038039(G protein-coupled receptor complex)|GO:1905909(regulation of dauer entry)	qsproteome:QS116419(identity)|complex portal:CPX-4628(complex-primary)|pubmed:22665789(see-also)	G-protein coupled receptor complex, which mediates cAMP inhibition in response to dauer-inducing pheromones such as the ascaroside (2R)-5-oxohexan-2-yl 3,6-dideoxy-α-L-arabino-hexopyranoside (CHEBI:78812). Plays a role in controlling dauer formation.	daf-37 and daf-38 exist as homodimers, but form probable heterodimers in the presence of the ascaroside (2R)-5-oxohexan-2-yl 3,6-dideoxy-α-L-arabino-hexopyranoside dauer-inducing pheromone. 	-	(2R)-5-oxohexan-2-yl 3,6-dideoxy-α-L-arabino-hexopyranoside (CHEBI:78812)	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q18321(0)|Q9U320(0)
CPX-4821	unc-51-atg-13 complex	atg-1-atg-13 complex|atg-1-epg-1 complex|unc-51-epg-1 complex	6239	P34379(0)|Q23023(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005737(cytoplasm)|GO:0005776(autophagosome)|GO:0016236(macroautophagy)|GO:0000045(autophagosome assembly)|GO:0006914(autophagy)|GO:1902554(serine/threonine protein kinase complex)|GO:0004674(protein serine/threonine kinase activity)	qsproteome:QS117615(identity)|complex portal:CPX-4821(complex-primary)|intenz:2.7.11.1(identity)|pubmed:19377305(see-also)|pubmed:15539493(see-also)|pubmed:26687600(see-also)	Serine/threonine kinase complex. Essential for autophagy during nutrient deprivation, a catabolic process that sequesters undesired cellular material into autophagosomes for delivery to lysosomes for degradation. The complex is recruited to preautophagosomes by lgg-1 (Q09490) and is in turn required for the recruitment of other autophagy proteins, and for autophagosome formation.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P34379(0)|Q23023(0)
CPX-4962	CyclinY-CDK17 complex	cyy-1-pct-1 complex	6239	P34624(0)|Q8I7M8(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-2696483	GO:0000307(cyclin-dependent protein kinase holoenzyme complex)|GO:0004693(cyclin-dependent protein serine/threonine kinase activity)|GO:0048489(synaptic vesicle transport)|GO:0008089(anterograde axonal transport)|GO:0030424(axon)|GO:0030425(dendrite)	qsproteome:QS134056(identity)|pubmed:20510931(see-also)|complex portal:CPX-4962(complex-primary)|intenz:2.7.11.22(identity)|rhea:RHEA:17989(identity)	Cyclin-dependent serine/threonine-protein kinase complex, which is required to traffic presynaptic components to axons. Regulates the trafficking of synaptic vesicle precursors in DA motor neurons by promoting anterograde trafficking to the axon and preventing dynein-dependent trafficking to the dendrite. May also regulate synaptic vesicle trafficking in DD motor neurons and in RIA interneurons.	Cyy-1 is an activator of pct-1 and is required for the kinase activity of pct-1.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P34624(0)|Q8I7M8(0)
CPX-5081	lep-2-lep-5-lin-28 ubiquitin ligase complex	lep-2-lep-5-lin-28 complex	6239	P92186(0)|Q9N373(0)|URS0000B3BFE5_6239(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004842(ubiquitin-protein transferase activity)|GO:0006511(ubiquitin-dependent protein catabolic process)|GO:0000151(ubiquitin ligase complex)|GO:0002119(nematode larval development)|GO:0042551(neuron maturation)	qsproteome:QS117635(identity)|complex portal:CPX-5081(complex-primary)|pubmed:30956008(see-also)|pubmed:31264582(see-also)|intenz:2.3.2.27(identity)	A ribonucleoprotein complex, which targets the heterchronic protein lin-28 for degradation by the proteasome through ubiquitination by lep-2. This promotes the larval to adult transition and the sexual maturation of the nervous system in males.	The long non-coding RNA lep-5 acts as a scaffold promoting lin-28 proximity to the E3 ligase lep-2, with the 5' stem-loop acting as the potential binding site.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P92186(0)|Q9N373(0)
CPX-5666	CCAAT-binding factor complex, nfya-1 variant	-	6239	G5EEG1(0)|O17072(0)|O17286(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0010468(regulation of gene expression)|GO:0009888(tissue development)|GO:0016602(CCAAT-binding factor complex)|GO:0001217(DNA-binding transcription repressor activity)	qsproteome:QS114855(identity)|complex portal:CPX-5666(complex-primary)|pubmed:17574230(see-also)|pubmed:23933492(see-also)|pubmed:25873636(see-also)	Transcription factor complex, which binds to the 5'-CCAAT-3' box motif found in the promoters of its target genes to regulate their expression. Represses the expression of the T-box transcription factor tbx-2 (Q19691) throughout larval development, which restricts its expression to certain tissue types. May act to repress txb-2 expression in conjunction with tbx-2 itself, which has an autoregulatory role. Negatively regulates the expression of the homeobox protein egl-5 (P17486) to spatially restrict its expression in tissues such as the head. May regulate egl-5 expression in association with the Polycomb Repressive Complex 2 (CPX-368).	Heterotrimer. nfyb-1 and nfyc-1 directly interact to form a dimer, which is required for association of a third subunit nfya-1 or nfya-2 (CPX-5667.1). Formation of this trimer is required for DNA binding.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EEG1(0)|O17072(0)|O17286(0)
CPX-5667	CCAAT-binding factor complex, nfya-2 variant	-	6239	O17072(0)|O17286(0)|Q5ZEP9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0010468(regulation of gene expression)|GO:0009888(tissue development)|GO:0016602(CCAAT-binding factor complex)|GO:0001217(DNA-binding transcription repressor activity)	qsproteome:QS116413(identity)|pubmed:17574230(see-also)|pubmed:23933492(see-also)|complex portal:CPX-5667(complex-primary)	Transcription factor complex, which binds to the 5'-CCAAT-3' box motif found in the promoters of its target genes to regulate their expression. May repress the expression of the T-box transcription factor tbx-2 (Q19691) throughout larval development, which restricts its expression to certain tissue types.	Heterotrimer. nfyb-1 and nfyc-1 directly interact to form a dimer, which is required for association of a third subunit nfya-1 (CPX-5666.1) or nfya-2. Formation of this trimer is required for DNA binding.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O17072(0)|O17286(0)|Q5ZEP9(0)
CPX-5744	Nascent polypeptide-associated complex	NAC|betaNAC	6239	Q18885(0)|Q86S66(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	intact:EBI-345002	GO:0051082(unfolded protein binding)|GO:1905551(negative regulation of protein localization to endoplasmic reticulum)|GO:0005854(nascent polypeptide-associated complex)|GO:0005737(cytoplasm)|GO:1900034(regulation of cellular response to heat)	qsproteome:QS114863(identity)|complex portal:CPX-5744(complex-primary)|pubmed:22957041(see-also)	Protein chaperone that reversibly binds to cytoplasmic ribosomes. Prevents inappropriate targeting of non-secretory polypeptides to the endoplasmic reticulum (ER) by binding to nascent polypeptide chains as they emerge from the ribosome and blocking their interaction with the signal recognition particle (SRP), which normally targets nascent secretory peptides to the ER. May play a role in modulating the unfolded protein response in response to heat stress.	Probable heterodimer.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q18885(0)|Q86S66(0)
CPX-5801	ZHP-1-ZHP-2 complex	-	6239	Q95R14(0)|Q9U3L0(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-2424457	GO:0010844(recombination hotspot binding)|GO:0007131(reciprocal meiotic recombination)|GO:0005694(chromosome)	qsproteome:QS114897(identity)|complex portal:CPX-5801(complex-primary)|pubmed:29521627(see-also)	Required for crossover formation and subsequent chromosome segregation during meiotic recombination. During meiotic pachytene, recruited to the Synaptonemal complex (CPX-3388) in between homologous chromosome pairs, where it promotes the accumulation of pro-crossover proteins including the ZHP-3-ZHP-4 heterodimer (CPX-5802), at a designated crossover site along the recombination intermediate. Limits the number of crossover sites along a recombination intermediate by restricting the association of these pro-crossover proteins with other recombination sites during late prophase. Plays a role in chromosome remodeling following crossover formation to promote two successive rounds of chromosome segregation during meiosis.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q95R14(0)|Q9U3L0(0)
CPX-5802	ZHP-3-ZHP-4 meiotic pro-crossover complex	-	6239	C6KRL6(0)|Q8MYP1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045132(meiotic chromosome segregation)|GO:0005694(chromosome)|GO:0007131(reciprocal meiotic recombination)|GO:0051026(chiasma assembly)|GO:0010844(recombination hotspot binding)	qsproteome:QS116455(identity)|complex portal:CPX-5802(complex-primary)|pubmed:29521627(see-also)|pubmed:30379819(see-also)	Required for crossover formation and subsequent chromosome segregation during meiotic recombination. During meiotic pachytene, recruited by the ZHP-1-ZHP-2 heterodimer (CPX-5801) to designated crossover sites along the recombination intermediate to stabilizes other pro-crossover factors such as rmh-1 (P91399), msh-5 (Q19272) and cosa-1 (Q9BL45). This in turn faciliates crossover and the formation of chiasma in each meiotic nucleus at the late pachytene stage of meiosis.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	C6KRL6(0)|Q8MYP1(0)
CPX-7361	BTR double Holliday Junction dissolution complex	Dissolvasome complex|BLOOM-TOP3-RMI1-RMI2 complex|BLM complex|BTR complex	6239	CHEBI:18420(0)|CHEBI:29105(0)|O18017(0)|O61660(0)|P91399(0)|Q8MXU4(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0051026(chiasma assembly)|GO:0071139(resolution of recombination intermediates)|GO:0000724(double-strand break repair via homologous recombination)|GO:0005634(nucleus)|GO:0031422(RecQ family helicase-topoisomerase III complex)|GO:0009378(four-way junction helicase activity)|GO:0000400(four-way junction DNA binding)	pubmed:27011106(see-also)|complex portal:CPX-7361(complex-primary)|pubmed:34252074(see-also)|intenz:3.6.4.12(identity)|qsproteome:QS116491(identity)|rhea:RHEA:13065(identity)	Processes the double Holliday Junction, a DNA intermediate formed during homologous recombination, by convergent DNA branch migration of the two Holliday junctions in the structure and DNA strand decatenation, to yield non-crossover recombinants. Unwinds D-loops to promote the formation of non-crossover recombinants through the synthesis-dependent strand annealing pathway. Involved in homologous recombination during meiotic double strand break repair in the germline. Plays a role in double strand break repair by positively regulating the accumulation of rad-51 at double strand breaks. Positively regulates chiasma formation and DNA crossover designation, formation and positioning on chromosome arms (away from the chromosome center) during meiotic homologous recombination.	Rmif-2 stabilizes and positively regulates the localization of the complex components rmh-1, him-6 and top-3 at nuclear foci during meiotic recombination. Rmh-1 stabilizes and positively regulates the localization of the complex component him-6 at DNA crossover sites on nuclear foci during meiotic recombination. Rmif-2 and rmh-1 are required for mutual stability and localization at nuclear foci. Rmh-1 and him-6 are required for mutual stability and localization at nuclear foci.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O18017(0)|O61660(0)|P91399(0)|Q8MXU4(0)
CPX-8565	PUCH ribonuclease complex, slfl-3 variant	Precursor of 21U RNA 5′-end cleavage holoenzyme complex	6239	O17608(0)|O61766(0)|Q19614(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0140990(primary piRNA processing)|GO:1902555(endoribonuclease complex)|GO:0004521(endoribonuclease activity)	intenz:3.1(identity)|qsproteome:QS116399(identity)|pubmed:37758951(see-also)|complex portal:CPX-8565(complex-primary)	piRNA precursor endonuclease which processes single-stranded piRNA precursor molecules to define the 5'-end of a new piRNA. This is then bound by a PIWI protein, such as ergo-1 (O61931). PUCH-mediated processing absolutely requires requires a 7-methyl-G cap (m7 G-cap) and an uracil at position three and exhibits a strong preference for an adenine or guanine residue at position 1. The complex interacts with PETISCO (CPX-4306/CPX-4307), a complex that binds to and stabilizes piRNA precursors. This enhances piRNA processing. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O17608(0)|O61766(0)|Q19614(0)
CPX-8569	PUCH ribonuclease complex, slfl-4 variant	Precursor of 21U RNA 5′-end cleavage holoenzyme complex	6239	O17608(0)|O76720(0)|Q19614(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1902555(endoribonuclease complex)|GO:0140990(primary piRNA processing)|GO:0004521(endoribonuclease activity)	intenz:3.1(identity)|qsproteome:QS134046(identity)|pubmed:37758951(see-also)|complex portal:CPX-8569(complex-primary)	piRNA precursor endonuclease which processes single-stranded piRNA precursor molecules to define the 5'-end of a new piRNA. This is then bound by a PIWI protein, such as ergo-1 (O61931). PUCH-mediated processing absolutely requires requires a 7-methyl-G cap (m7 G-cap) and an uracil at position three and exhibits a strong preference for an adenine or guanine residue at position 1. The complex interacts with PETISCO (CPX-4306/CPX-4307), a complex that binds to and stabilizes piRNA precursors. This enhances piRNA processing. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O17608(0)|O76720(0)|Q19614(0)
CPX-8913	DNA-directed RNA polymerase I complex	RNAPI complex	6239	G5ED21(0)|O17587(0)|P34476(0)|Q17684(0)|Q19826(0)|Q27493(0)|Q95X83(0)|Q9GR61(0)|Q9N5K2(0)|Q9U3I0(0)|Q9UAY9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0001163(RNA polymerase I transcription regulatory region sequence-specific DNA binding)|GO:0005634(nucleus)|GO:0005736(RNA polymerase I complex)|GO:0006361(transcription initiation at RNA polymerase I promoter)|GO:0006362(transcription elongation by RNA polymerase I)|GO:0006363(termination of RNA polymerase I transcription)|GO:0019843(rRNA binding)|GO:0042790(nucleolar large rRNA transcription by RNA polymerase I)|GO:0003899(DNA-directed RNA polymerase activity)	intenz:2.7.7.6(identity)|rhea:RHEA:21248(identity)|pubmed:36941254(see-also)|qsproteome:QS116509(identity)|complex portal:CPX-8913(complex-primary)	Catalyzes the transcription of ribosomal RNA from a DNA template by acting as a nucleotidyl transferase that polymerizes ribonucleotides at the 3' end of an RNA transcript synthesizing precursors of rRNAs	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5ED21(0)|O17587(0)|P34476(0)|Q17684(0)|Q19826(0)|Q27493(0)|Q95X83(0)|Q9GR61(0)|Q9N5K2(0)|Q9U3I0(0)|Q9UAY9(0)
CPX-26428	metl-1-wdr-4 tRNA (guanine-N(7)-)-methyltransferase	Trm8-Trm81 complex|tRNA(m7G46)-methyltransferase	6239	CHEBI:59789(0)|Q23126(0)|Q23232(0)	ECO:0005610(biological system reconstruction evidence based on homology evidence used in manual assertion)	-	GO:0043527(tRNA methyltransferase complex)|GO:0008176(tRNA (guanine-N7-)-methyltransferase activity)|GO:0000049(tRNA binding)	pubmed:18184583(see-also)|complex portal:CPX-1632(inferred-from)|complex portal:CPX-26428(complex-primary)|rhea:RHEA:42708(identity)|intenz:2.1.1.33(identity)	Required for 7-methylguanosine modification (m7G46) of tRNA. The m7G46 modification is required to prevent tRNA levels decay in a rapid tRNA degradation pathway. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q23126(0)|Q23232(0)
CPX-26476	Cyclin K-CDK12 complex	Cdk12/CycK	6239	O17869(0)|P46551(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0002944(cyclin K-CDK12 complex)|GO:0004693(cyclin-dependent protein serine/threonine kinase activity)|GO:0032968(positive regulation of transcription elongation by RNA polymerase II)|GO:0005524(ATP binding)|GO:0008353(RNA polymerase II CTD heptapeptide repeat kinase activity)	pubmed:23903194(see-also)|complex portal:CPX-26476(complex-primary)|pubmed:31037337(see-also)|intenz:2.7.11.23(identity)|rhea:RHEA:10216(identity)	Cyclin-dependent protein kinase complex involved in regulation of different transcription phases. Phosphorylates the C-terminal domain (CTD) of RNA polymerase II (CPX-2625). Preferentially phosphorylates 'Ser-5' in CTD repeats that are already phosphorylated at 'Ser-7', but can also phosphorylate 'Ser-2'.	CDKs have a two-lobed structure. The amino-terminal lobe contains beta-sheets, the carboxy-terminal lobe is rich in alpha-helices, and the active site is sandwiched in-between. In the cyclin-free, monomeric form the CDK catalytic cleft is closed by a region known as the T-loop, preventing enzymatic activity. Cyclin binding leads to a conformational change, enabling activation of catalytic activity. 	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O17869(0)|P46551(0)
